"year","weights","gender","educ","urban","income_int_dol","income_quint","WORRIED","HEALTHY","FEWFOOD","SKIPPED","ATELESS","RUNOUT","HUNGRY","WHLDAY","HH_size","employment","hours_work","WP23","WP60","WP68","WP69","WP70","WP16","WP18","WP61","WP63","WP65","WP67"
2017,0.999938815847874,2,3,3,8060.78094295714,5,1,1,1,0,0,0,0,0,4,1,5,2,2,1,2,2,6,9,1,1,2,2
2017,1.58109829450961,1,2,3,6448.62475436571,5,0,0,0,0,0,0,0,0,4,NA,NA,2,2,1,1,1,7,9,1,2,2,1
2017,1.40516082003004,2,1,3,1343.46349049286,2,1,1,1,1,1,1,1,1,4,2,NA,1,2,1,1,1,1,11,1,2,2,1
2017,1.05387061502253,2,1,3,2149.54158478857,3,1,1,1,1,1,1,1,0,3,1,4,2,2,1,1,1,1,6,1,2,2,2
2017,1.65545464470244,2,1,3,2149.54158478857,3,0,0,0,0,0,0,0,0,4,NA,NA,2,1,2,2,2,9,11,1,1,2,1
2017,1.2508687841916,2,2,3,1612.15618859143,3,0,0,0,0,0,0,0,0,8,1,4,2,1,2,2,2,6,9,1,1,1,1
2017,1.08171735925727,1,1,3,1576.33049551162,3,1,1,1,1,1,1,1,1,6,2,NA,1,1,1,1,1,1,1,1,1,2,2
2017,2.1381695304704,1,1,3,197.041311938952,1,1,1,1,1,1,1,1,1,6,NA,NA,2,1,1,2,1,1,6,1,2,2,2
2017,0.815722511437543,1,1,3,725.470284866143,2,1,1,1,1,1,1,1,1,2,NA,NA,1,2,1,1,1,1,12,1,2,2,2
2017,1.38875096395883,2,1,3,2149.54158478857,3,1,1,1,1,1,1,1,1,5,NA,NA,2,2,1,1,1,6,7,1,2,2,2
2017,2.16343444737728,2,1,3,515.889980349257,1,1,1,1,1,1,1,1,1,10,NA,NA,1,1,1,1,1,1,12,1,1,2,2
2017,2.16343444737728,1,1,3,179.128465399048,1,1,1,1,1,1,1,1,1,6,1,1,1,2,1,1,1,1,5,1,2,2,2
2017,2.1381695304704,1,1,3,716.51386159619,1,0,0,1,0,0,0,0,0,3,1,5,2,1,2,2,2,5,12,1,1,2,1
2017,1.05387061502253,2,1,3,1934.58742630971,3,1,1,1,0,0,0,0,0,3,1,1,1,1,2,2,2,7,7,1,1,2,1
2017,1.51233915936067,2,1,3,245.047740665897,1,1,1,1,1,1,1,1,1,5,NA,NA,1,1,1,1,1,7,9,1,1,2,1
2017,0.925833975972551,2,1,3,1289.72495087314,2,1,1,1,1,0,1,1,1,5,NA,NA,1,2,2,1,1,1,12,1,2,2,2
2017,1.8516679519451,2,1,3,2149.54158478857,3,0,0,0,0,0,0,0,0,6,1,4,2,1,2,2,2,7,9,1,1,1,1
2017,1.92588130657408,1,2,3,1289.72495087314,2,1,1,1,1,1,1,1,0,5,2,NA,2,1,1,1,1,6,9,1,1,2,2
2017,1.97637286813702,1,2,3,3582.56930798095,5,0,0,0,0,0,0,0,0,6,NA,NA,2,1,2,2,2,4,9,1,1,2,1
2017,0.625434392095801,2,2,3,1289.72495087314,2,0,0,0,0,0,0,0,0,5,NA,NA,2,1,2,2,2,11,11,1,1,2,1
2017,1.11845689348031,2,3,3,3582.56930798095,5,1,1,1,0,0,0,0,0,6,1,4,2,1,2,2,2,5,6,1,1,2,1
2017,1.0895818629283,2,2,3,1473.97137242645,3,1,1,0,0,0,0,0,0,7,NA,NA,2,1,2,2,3,8,9,2,1,2,2
2017,1.18582372088221,1,2,3,5015.59703117333,5,0,0,0,0,0,0,0,0,3,1,5,2,1,2,2,2,5,7,1,1,1,1
2017,0.938151588143701,2,2,3,3109.67015932747,4,1,1,1,1,1,0,0,0,3,1,4,1,2,1,1,1,1,12,1,2,2,2
2017,0.815722511437543,1,1,3,5642.54666007,5,0,0,0,0,0,0,0,0,2,1,2,1,1,1,1,2,6,9,1,1,2,1
2017,1.02693062889677,2,2,3,1343.46349049286,2,0,1,1,1,1,0,1,0,4,NA,NA,2,2,1,1,1,4,6,1,2,2,1
2017,1.11845689348031,2,3,2,3070.7736925551,4,0,0,0,0,0,0,0,0,7,1,4,2,1,2,2,2,9,11,1,1,2,2
2017,0.636565996063224,2,3,2,12180.7356471352,5,0,0,0,0,0,0,0,0,3,NA,NA,1,1,1,1,2,11,9,1,1,2,2
2017,1.6225760388859,1,1,2,4299.08316957714,5,0,0,0,0,0,0,0,0,3,1,4,2,1,1,2,2,6,7,1,1,2,1
2017,1.29151149819926,1,3,2,7165.1386159619,5,0,1,NA,0,0,0,0,0,3,1,5,2,2,2,1,2,7,8,1,1,1,1
2017,1.02693062889677,2,2,2,1343.46349049286,2,0,0,0,0,0,0,0,0,4,2,NA,2,1,2,2,2,11,11,1,1,1,1
2017,1.08171735925727,1,1,2,128.972495087314,1,1,1,1,0,0,0,0,0,2,1,4,1,1,1,1,1,4,1,2,1,2,2
2017,0.925833975972551,2,1,2,859.816633915428,2,1,1,1,1,1,1,1,0,5,NA,NA,2,2,2,1,2,4,6,1,2,2,1
2017,1.00653499470861,1,2,2,3030.85363455188,4,1,1,1,1,1,1,1,0,3,NA,NA,1,2,1,1,1,1,3,1,2,2,2
2017,1.63144502287509,1,1,2,26.8692698098571,1,1,1,1,1,1,0,1,1,4,NA,NA,1,1,1,1,1,1,5,1,2,2,2
2017,2.16343444737728,1,1,2,51.5889980349257,1,1,1,1,1,1,1,1,1,5,2,NA,1,2,1,1,1,3,1,1,1,2,2
2017,1.27439792023194,1,1,2,3224.31237718286,4,0,0,0,0,0,0,0,0,2,NA,NA,2,1,2,2,2,5,9,1,1,2,1
2017,1.08171735925727,1,1,2,1289.72495087314,2,1,1,1,1,0,1,0,0,2,2,NA,3,1,1,2,2,6,6,1,1,2,1
2017,0.351290205007511,2,1,2,644.862475436571,1,1,1,1,1,1,1,1,1,1,2,NA,1,1,1,1,1,11,11,1,1,2,2
2017,0.264907765249226,2,1,2,2106.5507530928,3,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3,8,1,1,1,1
2017,1.38875096395883,2,1,2,429.908316957714,1,1,0,1,0,0,0,0,0,4,NA,NA,2,2,1,1,1,1,4,1,2,2,2
2017,2.16343444737728,1,2,2,465.734010037524,1,1,1,1,1,1,1,0,1,6,NA,NA,1,1,1,1,1,4,4,1,2,2,2
2017,0.435832745171319,2,2,2,5373.85396197143,5,0,1,1,0,0,0,0,0,2,1,5,1,2,1,2,2,6,4,1,1,1,1
2017,1.28366328612096,2,2,2,1289.72495087314,2,0,0,0,0,0,0,0,0,5,NA,NA,2,2,1,2,2,6,8,1,1,2,2
2017,0.435832745171319,2,2,2,1612.15618859143,3,1,1,1,0,1,0,0,0,2,1,2,1,1,1,1,2,6,6,1,2,2,2
2017,0.513465314448385,2,2,2,644.862475436571,1,0,0,0,0,0,0,0,0,2,2,NA,2,2,2,2,2,10,10,1,1,1,1
2017,0.702580410015022,2,1,2,2579.44990174628,4,1,1,0,0,1,0,0,0,2,NA,NA,1,2,1,1,2,7,8,1,1,2,2
2017,0.815722511437543,1,1,2,2794.40406022514,4,0,0,0,0,0,0,0,0,2,NA,NA,2,2,1,1,1,6,6,1,1,2,2
2017,0.702580410015022,2,1,2,2095.80304516886,3,0,0,0,0,0,0,0,0,2,NA,NA,2,1,2,2,2,6,6,1,1,2,1
2017,2.16343444737728,1,2,2,1246.73411917737,2,1,1,0,1,1,0,1,0,5,NA,NA,1,2,1,1,1,4,4,1,1,1,1
2017,0.529815530498452,2,1,2,2149.54158478857,3,1,1,1,1,1,1,1,1,2,NA,NA,1,2,1,1,1,2,3,2,1,2,2
2017,1.65545464470244,2,1,2,1401.50111328215,2,0,1,1,0,0,0,0,0,5,2,NA,1,1,2,2,2,2,6,1,1,2,1
2017,1.05387061502253,2,1,2,42.9908316957714,1,1,1,1,0,1,1,1,0,5,NA,NA,1,2,1,1,1,2,12,1,2,2,1
2017,0.815722511437543,1,1,2,263.3188441366,1,0,1,1,1,1,1,1,0,2,NA,NA,2,1,2,1,1,9,6,1,1,1,1
2017,0.815722511437543,1,1,2,107.477079239429,1,1,1,1,0,0,0,0,0,4,NA,NA,1,2,1,2,2,6,7,1,2,1,2
2017,1.8516679519451,2,1,2,51.5889980349257,1,1,0,1,1,0,1,1,0,5,NA,NA,2,1,1,1,2,6,9,1,1,2,1
2017,1.00653499470861,1,2,2,716.51386159619,1,1,1,1,0,1,1,1,0,3,1,2,1,1,2,2,2,4,6,1,1,2,1
2017,1.55230015757674,1,1,2,161.215618859143,1,0,1,1,0,0,0,1,1,4,2,NA,2,2,1,1,1,1,1,2,2,1,2
2017,0.264907765249226,2,1,2,2149.54158478857,3,0,0,1,1,1,1,1,0,1,NA,NA,1,1,1,2,2,11,4,1,1,1,1
2017,1.00822610624045,2,1,2,537.385396197143,1,1,1,0,0,1,0,0,0,2,1,4,1,2,1,1,1,6,8,2,2,2,2
2017,0.702580410015022,2,1,2,3224.31237718286,4,1,1,1,1,1,0,1,0,2,NA,NA,1,2,1,1,1,6,9,1,2,2,2
2017,1.58109829450961,1,2,1,2149.54158478857,3,0,0,0,0,0,0,0,0,4,NA,NA,2,1,2,2,2,8,6,1,1,1,1
2017,1.51233915936067,2,1,1,71.651386159619,1,0,0,0,0,0,0,0,0,6,2,NA,2,1,1,1,1,6,9,1,1,2,1
2017,1.6225760388859,1,1,1,716.51386159619,1,1,1,1,0,0,0,0,0,3,2,NA,1,1,2,1,2,6,8,1,1,2,2
2017,1.97637286813702,1,2,1,2149.54158478857,3,0,0,0,0,0,0,0,0,5,NA,NA,2,1,2,2,2,8,11,1,1,1,1
2017,0.504113053120224,2,1,1,5373.85396197143,5,0,0,0,0,0,0,0,0,4,NA,NA,1,1,2,1,2,11,11,1,1,2,2
2017,1.02693062889677,2,2,1,1074.77079239429,2,0,0,0,0,0,0,0,0,6,NA,NA,2,1,2,2,2,8,10,1,1,1,1
2017,1.18582372088221,1,2,1,2866.05544638476,4,0,0,1,0,1,0,0,0,3,1,2,2,1,1,2,2,8,9,1,1,1,1
2017,0.504113053120224,2,1,1,1074.77079239429,2,0,0,0,0,0,0,0,0,4,NA,NA,2,1,2,2,2,11,11,1,1,2,1
2017,1.22358376715632,1,1,1,1031.77996069851,2,1,0,1,0,1,1,1,0,5,NA,NA,1,2,1,1,1,6,8,1,2,2,1
2017,0.559228446740154,2,3,1,2866.05544638476,4,0,0,0,0,0,0,0,0,3,1,3,2,1,2,2,2,9,11,1,1,2,1
2017,0.838842670110231,2,3,2,322.431237718286,1,0,1,1,0,0,0,0,1,3,2,NA,2,1,2,1,1,1,2,1,1,1,1
2017,0.653749117756979,2,2,2,888.477188379276,2,0,0,1,0,0,0,0,0,3,NA,NA,1,1,1,1,1,8,6,1,2,2,2
2017,0.462916987986276,2,1,2,322.431237718286,1,1,1,1,1,1,1,1,1,4,2,NA,2,1,1,2,1,5,9,1,1,2,2
2017,1.18582372088221,1,2,2,376.169777338,1,0,1,1,0,1,0,0,1,4,NA,NA,2,1,2,2,2,8,9,1,1,1,1
2017,0.999938815847874,2,3,2,1612.15618859143,3,0,0,0,0,0,0,0,0,4,2,NA,2,1,2,2,2,9,11,1,1,2,1
2017,0.861007665466174,1,3,2,5373.85396197143,5,0,0,0,0,0,0,0,0,2,1,4,2,1,2,2,2,11,11,1,1,3,1
2017,1.3263738681337,1,2,2,716.51386159619,1,0,0,0,0,0,0,0,0,3,NA,NA,2,2,1,2,2,1,1,1,2,2,1
2017,0.57432396003237,2,2,2,322.431237718286,1,1,1,1,1,1,1,1,0,4,NA,NA,2,2,1,1,1,6,5,2,2,2,2
2017,1.11845689348031,2,3,2,2364.49574326743,4,0,0,0,0,0,0,0,0,5,1,4,2,1,2,2,2,9,10,1,2,2,1
2017,0.529815530498452,2,1,2,1074.77079239429,2,1,0,1,0,0,0,0,0,4,NA,NA,1,2,1,1,1,6,8,1,2,2,1
2017,1.8516679519451,2,1,2,921.23210776653,2,1,1,1,1,1,1,1,1,7,1,5,2,2,2,2,1,4,7,1,2,1,2
2017,0.925833975972551,2,1,2,1397.20203011257,2,0,0,0,0,0,0,0,0,3,NA,NA,2,1,2,2,2,9,12,1,1,1,1
2017,1.00653499470861,1,2,2,2866.05544638476,4,0,0,0,0,0,0,0,0,3,1,5,2,2,1,1,2,6,8,1,1,2,1
2017,1.18582372088221,1,2,2,716.51386159619,1,1,0,0,0,0,0,0,0,3,NA,NA,2,1,1,1,1,6,4,1,2,2,1
2017,2.16343444737728,1,1,2,537.385396197143,1,1,1,1,1,1,1,1,1,4,NA,NA,2,2,2,2,2,1,6,1,1,2,1
2017,0.513465314448385,2,2,2,1433.02772319238,2,1,1,1,0,1,0,0,0,3,NA,NA,2,2,2,2,1,6,9,1,1,1,2
2017,0.264907765249226,2,1,2,1934.58742630971,3,0,0,0,0,0,0,0,0,1,NA,NA,1,1,1,1,1,5,12,1,1,1,1
2017,0.407861255718771,1,1,2,2149.54158478857,3,0,0,0,0,0,0,0,0,1,NA,NA,2,1,2,2,2,11,12,1,1,2,1
2017,1.65545464470244,2,1,2,537.385396197143,1,0,1,1,0,0,0,0,0,4,NA,NA,2,1,2,2,2,6,6,1,1,1,1
2017,0.925833975972551,2,1,2,1074.77079239429,2,0,1,1,0,1,0,1,0,4,NA,NA,2,1,2,2,2,2,3,1,1,2,1
2017,0.492718181532495,1,3,3,5481.33104121086,5,0,0,0,0,0,0,0,0,2,NA,NA,2,1,2,2,2,11,9,1,1,1,1
2017,1.8752615015759,1,3,3,214.954158478857,1,0,0,0,0,0,0,0,0,6,1,2,2,1,1,2,2,6,6,1,1,1,1
2017,0.264907765249226,2,1,3,322.431237718286,1,0,0,0,0,0,0,0,0,1,NA,NA,1,2,1,2,2,1,3,1,1,2,1
2017,1.34204665961148,1,2,3,161.215618859143,1,1,1,1,0,1,0,1,0,4,1,4,2,1,2,2,2,6,8,1,1,2,1
2017,0.506018352333885,1,2,3,591.123935816857,1,0,0,0,0,0,0,0,0,2,NA,NA,1,1,2,2,1,9,9,1,2,2,2
2017,0.671023329805742,1,2,3,6448.62475436571,5,0,0,0,0,0,0,0,0,2,1,5,1,2,2,2,2,6,6,1,1,2,1
2017,0.937630750787952,1,3,3,4030.39047147857,5,0,0,0,0,0,0,0,0,4,1,4,2,1,2,2,2,7,9,1,1,3,1
2017,0.328661251865252,2,2,3,3761.69777338,5,1,1,1,0,1,0,0,0,2,NA,NA,1,1,1,1,1,4,12,1,1,2,1
2017,1.00653499470861,1,2,3,4299.08316957714,5,1,1,1,0,1,0,0,0,3,1,4,2,1,2,2,2,1,6,1,1,2,1
2017,0.435832745171319,2,2,3,9672.93713154857,5,0,0,0,0,0,0,0,0,2,1,2,2,1,2,2,2,8,12,1,1,2,1
2017,1.02693062889677,2,2,4,4299.08316957714,5,0,0,0,0,0,0,0,0,5,NA,NA,1,1,2,2,2,7,10,1,1,1,1
2017,0.815722511437543,1,1,4,2149.54158478857,3,0,1,1,0,1,0,1,0,2,NA,NA,1,2,1,1,1,6,4,1,1,2,2
2017,1.00653499470861,1,2,4,1074.77079239429,2,1,1,1,1,1,1,1,1,4,1,3,1,2,1,1,2,3,9,1,1,1,1
2017,1.00822610624045,2,1,4,1612.15618859143,3,1,0,1,0,0,0,0,0,4,NA,NA,2,1,2,2,2,3,3,1,1,2,1
2017,2.15251916366543,1,3,4,1289.72495087314,2,1,1,1,0,1,0,1,0,5,2,NA,2,1,2,2,2,2,4,1,1,2,1
2017,1.3263738681337,1,2,4,1791.28465399048,3,1,1,1,0,0,0,0,0,3,NA,NA,2,2,2,1,1,6,6,2,2,1,1
2017,0.962940653287041,1,2,4,1074.77079239429,2,0,0,0,0,0,0,0,0,4,1,5,1,2,2,2,2,6,8,1,2,1,1
2017,0.838842670110231,2,3,4,3224.31237718286,4,0,0,0,0,0,0,0,0,4,2,NA,2,1,2,2,2,6,6,1,1,2,1
2017,0.529815530498452,2,1,4,5373.85396197143,5,0,0,0,0,0,0,0,0,3,NA,NA,1,1,1,2,2,4,4,1,1,2,1
2017,1.00822610624045,2,1,4,2149.54158478857,3,1,1,1,1,1,1,1,1,2,2,NA,2,1,2,2,2,4,4,1,1,2,1
2017,0.838842670110231,2,3,3,372.587208030019,1,1,0,0,0,0,0,0,0,3,1,4,2,1,2,2,2,5,8,1,1,1,1
2017,0.625434392095801,2,2,3,50.1559703117333,1,1,0,1,0,0,0,0,0,3,2,NA,2,2,1,2,2,6,7,1,1,2,1
2017,0.504113053120224,2,1,3,24.1823428288714,1,1,1,1,1,1,1,1,0,4,NA,NA,1,2,1,1,2,4,6,1,1,2,2
2017,0.264907765249226,2,1,3,322.431237718286,1,1,1,1,0,0,0,0,0,1,NA,NA,1,2,1,1,1,1,1,2,2,2,2
2017,0.506018352333885,1,2,3,322.431237718286,1,1,0,0,0,1,0,0,0,2,NA,NA,1,2,1,2,1,6,8,1,1,2,2
2017,0.529815530498452,2,1,3,2579.44990174628,4,0,0,0,0,0,0,0,0,2,NA,NA,1,1,2,2,2,5,9,1,1,2,1
2017,0.861007665466174,1,3,3,NA,5,0,0,0,0,0,0,0,0,2,1,4,2,2,1,1,2,9,10,1,2,2,2
2017,0.328661251865252,2,2,3,2418.23428288714,4,1,1,1,0,1,1,NA,0,2,NA,NA,1,1,1,1,2,4,12,1,1,2,2
2017,0.435832745171319,2,2,3,644.862475436571,1,1,1,1,1,1,1,1,0,2,NA,NA,2,1,2,2,1,2,6,1,1,2,2
2017,1.24159098352683,2,1,3,2149.54158478857,3,0,0,0,0,0,0,0,0,3,NA,NA,2,1,2,1,2,6,8,1,1,1,1
2017,0.351290205007511,2,1,2,429.908316957714,1,1,1,1,1,1,1,1,1,1,NA,NA,1,2,1,1,1,1,2,1,2,2,2
2017,0.625434392095801,2,2,2,1880.84888669,3,0,0,0,0,0,0,1,0,4,1,4,1,2,1,1,1,4,12,1,1,2,2
2017,1.6225760388859,1,1,2,358.256930798095,1,1,1,1,1,1,1,1,1,3,1,5,1,2,1,1,1,1,1,1,2,2,2
2017,1.91159688034792,1,1,2,806.078094295714,2,1,1,1,1,1,1,1,1,4,NA,NA,2,2,2,2,2,3,4,2,1,2,1
2017,1.55230015757674,1,1,2,4299.08316957714,5,0,0,0,0,0,0,0,0,3,1,4,2,1,2,2,2,6,6,1,1,2,1
2017,2.16343444737728,1,1,2,288.038572361669,1,1,1,1,0,0,1,1,0,5,NA,NA,1,1,2,2,2,2,4,1,1,1,1
2017,2.01645221248089,2,1,2,1880.84888669,3,0,0,0,0,0,0,0,0,4,1,5,1,1,2,2,2,5,1,1,1,1,1
2017,0.435832745171319,2,2,2,2149.54158478857,3,1,1,1,0,0,0,0,0,2,2,NA,1,2,1,1,1,8,7,1,1,2,2
2017,0.671023329805742,1,2,2,4836.46856577428,5,0,0,0,0,0,0,0,0,2,1,5,1,1,2,2,2,6,6,1,1,2,1
2017,0.861485940048556,2,2,2,1719.63326783086,3,0,0,0,0,0,0,0,0,5,1,3,2,1,2,2,2,9,12,1,1,1,1
2017,1.75645102503756,2,1,2,614.15473851102,1,1,1,1,0,1,1,1,0,7,NA,NA,2,2,2,1,2,1,4,1,1,2,2
2017,0.702580410015022,2,1,2,3224.31237718286,4,0,0,1,0,0,0,0,0,2,NA,NA,1,2,1,1,1,1,1,1,2,2,2
2017,1.43580990008093,2,2,2,179.128465399048,1,0,0,1,0,0,0,0,0,6,NA,NA,2,1,2,2,2,7,9,1,1,2,1
2017,1.18582372088221,1,2,2,1719.63326783086,3,0,0,0,0,0,0,0,0,3,NA,NA,2,1,2,2,2,1,6,1,2,2,1
2017,2.16343444737728,1,1,2,1612.15618859143,3,0,0,1,0,0,0,0,0,4,NA,NA,2,1,2,2,1,5,6,1,1,2,1
2017,1.22358376715632,1,1,2,1862.93604015009,3,1,1,1,1,1,1,1,1,3,NA,NA,1,2,2,1,1,5,3,2,2,2,2
2017,2.16343444737728,1,1,2,716.51386159619,1,1,1,1,1,1,1,1,1,6,1,5,1,2,1,1,1,4,7,2,2,2,2
2017,1.51233915936067,2,1,2,967.293713154857,2,1,1,1,1,1,1,1,1,4,NA,NA,2,2,2,1,1,2,3,1,1,2,2
2017,1.65545464470244,2,1,2,1612.15618859143,3,1,1,1,1,1,1,1,1,4,2,NA,2,1,2,1,1,1,2,1,2,2,2
2017,0.504113053120224,2,1,2,1074.77079239429,2,1,1,1,0,0,0,0,0,2,NA,NA,1,2,1,1,1,1,12,1,1,2,2
2017,2.16343444737728,1,1,2,806.078094295714,2,0,1,1,1,0,0,0,0,8,2,NA,2,2,1,1,1,1,3,3,2,2,2
2017,0.435832745171319,2,2,2,2149.54158478857,3,1,1,1,1,1,0,0,0,2,NA,NA,1,2,1,1,2,8,6,1,1,2,2
2017,2.06931830587806,2,1,2,537.385396197143,1,1,1,1,1,1,1,1,1,6,NA,NA,2,2,1,1,1,2,4,1,2,1,2
2017,0.749954111885905,2,3,2,2149.54158478857,3,0,0,1,0,0,0,0,0,3,NA,NA,2,1,2,2,2,5,8,1,1,1,1
2017,0.506018352333885,1,2,2,3224.31237718286,4,0,0,0,0,0,0,0,0,2,1,4,1,2,1,1,1,5,6,1,1,1,1
2017,0.529815530498452,2,1,2,2686.92698098571,4,1,1,1,1,1,1,1,1,2,NA,NA,1,2,1,1,1,1,2,1,2,2,2
2017,0.749954111885905,2,3,2,716.51386159619,1,0,1,1,0,0,1,0,0,3,2,NA,2,2,1,1,1,6,8,1,2,1,2
2017,0.794723295747679,2,1,2,2149.54158478857,3,1,1,1,1,1,1,1,1,3,NA,NA,1,2,1,1,1,2,1,2,2,2,2
2017,2.01645221248089,2,1,2,1074.77079239429,2,1,1,1,1,1,1,1,1,6,NA,NA,1,2,1,1,1,3,4,1,2,2,2
2017,0.529815530498452,2,1,2,2686.92698098571,4,1,1,1,1,1,1,1,1,2,NA,NA,1,2,1,1,1,2,3,1,1,2,2
2017,1.91159688034792,1,1,2,1791.28465399048,3,0,0,0,0,0,1,0,0,3,NA,NA,2,1,1,2,2,8,6,1,1,1,1
2017,1.8516679519451,2,1,2,537.385396197143,1,0,1,1,0,0,0,0,0,8,NA,NA,1,2,2,2,2,6,11,2,1,2,2
2017,0.351290205007511,2,1,2,2149.54158478857,3,1,1,1,1,1,1,1,0,1,1,2,1,2,1,1,1,6,6,2,2,2,2
2017,2.16343444737728,1,1,2,501.559703117333,1,1,1,1,1,0,1,1,0,3,1,1,2,1,2,2,1,2,2,2,2,2,2
2017,1.55230015757674,1,1,2,214.954158478857,1,1,1,1,0,1,0,0,0,5,NA,NA,2,2,1,1,1,2,2,1,2,2,2
2017,0.82165312966313,2,2,2,2507.79851558667,4,1,0,0,0,0,0,0,0,6,1,2,1,1,1,1,1,8,9,1,1,2,1
2017,1.00822610624045,2,1,2,3582.56930798095,5,1,0,0,0,0,0,0,0,3,1,4,2,2,1,1,2,6,12,1,1,2,1
2017,0.794723295747679,2,1,2,1074.77079239429,2,0,0,0,0,0,0,0,0,5,1,1,2,2,1,2,1,5,6,1,2,2,2
2017,1.00653499470861,1,2,2,1074.77079239429,2,1,0,0,0,0,0,0,0,3,1,2,1,2,2,1,2,6,4,1,1,2,1
2017,2.1381695304704,1,1,2,716.51386159619,1,1,1,1,0,1,0,1,0,3,NA,NA,1,1,2,1,1,3,2,1,2,2,2
2017,0.540858679628633,1,1,2,2149.54158478857,3,0,1,1,0,0,0,1,0,1,1,3,2,2,1,1,1,2,3,1,2,2,2
2017,1.32453882624613,2,1,2,1074.77079239429,2,1,1,1,1,1,1,1,0,6,NA,NA,1,2,1,1,1,5,6,1,2,2,2
2017,1.01203670466777,1,2,2,2686.92698098571,4,1,1,1,1,1,1,1,1,4,1,2,1,2,1,1,1,6,5,1,2,2,2
2017,0.407861255718771,1,1,2,3224.31237718286,4,0,1,1,1,1,0,0,0,1,NA,NA,1,1,1,1,1,5,3,1,1,2,2
2017,0.815722511437543,1,1,2,2418.23428288714,4,1,1,1,0,1,0,0,0,2,1,4,1,1,1,2,2,6,6,1,1,1,1
2017,1.76849849084493,1,2,2,1934.58742630971,3,1,1,1,0,1,0,0,0,5,2,NA,1,1,2,2,2,8,9,1,2,2,1
